DE ref,school name,nursery pupils,reception pupils,year 1,year 2,year 3,year 4,year 5,year 6,year 7,total enrolment
5032698,"St Brigid's Primary School, Mountjoy",0,0,21,22,17,18,11,15,24,128
5032699,"St Mary's Primary School, Dunamore",0,0,30,31,22,29,30,23,24,189
5032703,"St Peters' Primary School, Moortown",26,0,23,27,24,30,14,25,26,195
5032713,Derrychrin Primary School,0,0,30,29,24,20,20,23,13,159
5032714,"Holy Family Primary School, Aughamullan",0,0,6,18,6,8,14,6,6,64
5032715,"St John's Primary School, Moy",0,0,31,27,22,31,28,27,22,188
5032717,"St Patrick's Primary School, Mullinahoe",0,0,29,41,42,32,31,24,33,232
5032727,"St Brigid's Primary School, Augher",0,0,3,2,1,1,1,5,4,17
5032729,"St John's Primary School, Kingisland",0,0,25,17,21,20,24,18,9,134
5032734,"St Mary's Primary School, Cabra",0,0,26,34,21,31,31,29,27,199
5032735,"St Mary's Primary School, Ballygawley",0,0,25,14,21,14,14,15,16,119
5032736,"St Mary's Primary School, Fivemiletown",0,0,2,1,8,2,8,4,3,28
5033003,"St Paul's Primary School, Cabra",0,0,16,13,12,12,11,8,12,84
5033004,"St Mary's Primary School, Rathfriland",0,0,15,19,17,11,18,20,16,116
5033006,"St Michael's Primary School, Finnis",0,4,11,16,8,10,12,11,4,76
5033011,"St Mary's Primary School, Dechomet",0,3,12,9,10,12,10,12,15,83
5033025,"St Patrick's Primary School, Ballymaghery",0,0,46,45,51,56,42,33,54,327
5033324,"St Patrick's Primary School, Derrynaseer",0,0,20,19,6,15,7,19,16,102
5036000,"St Colman's Primary School, Dromore",0,0,7,22,8,23,11,15,20,106
5036001,"St Mary's Primary School, Glassdrumman",0,0,2,6,4,5,6,5,7,35
5036006,"St Mary's Primary School, Derrymore",0,0,24,27,23,24,26,20,23,167
5036009,"St Mary's Primary School, Derrytrasna",0,0,17,13,12,11,14,19,17,103
5036031,"St Patrick's Primary School, Loup",0,0,21,26,29,24,21,24,21,166
5036033,"St Joseph's Primary School, Galbally",0,0,36,29,35,37,29,25,30,221
5036043,"St Mary's Primary School, Banbridge",30,0,68,64,70,88,67,61,61,509
5036047,"St Patrick's Primary School, Annaghmore",0,0,30,31,41,27,40,35,29,233
5036057,"St Malachy's Primary School, Drumullan",0,0,9,4,9,8,9,8,9,56
5036061,"St Colman's Primary School, Annaclone",26,0,29,30,28,28,25,20,20,206
5036064,"St Malachy's Primary School, C'croppan",53,0,37,38,44,39,38,33,37,319
5036087,"St Mary's Primary School, Mullaghbawn",27,0,41,39,38,31,46,44,48,314
5036099,"St Patrick's Primary School, Cullyhanna",27,0,33,31,31,24,27,31,19,223
5036101,St Brendan's Primary School,52,0,49,52,70,55,54,68,64,464
5036108,"St Joseph's Primary School, Killeenan",0,0,13,12,16,15,16,17,19,108
5036110,"St Joseph's Primary School, Bessbrook",52,0,55,42,43,49,47,39,37,364
5036118,"St Mary's Primary School, Pomeroy",0,0,31,29,22,26,27,25,21,181
5036120,"St Patrick's Primary School, Moneymore",0,0,6,16,11,10,11,14,6,74
5036121,St Jarlath's Primary School,0,0,30,24,20,25,31,29,17,176
5036122,Jonesborough Primary School,0,2,19,16,14,13,17,14,13,108
5036130,St Laurence O'Toole's Primary School,0,1,9,10,7,6,9,13,6,61
5036136,"Sacred Heart Primary School, Rock",0,2,20,18,16,15,17,12,15,115
5036173,"St John the Baptist Primary School, Portadown",0,0,66,64,75,58,69,53,59,444
5036180,"St Oliver Plunkett's Primary School, Ballyhegan",0,0,13,21,17,14,14,16,12,107
5036363,"St Mary's Primary School, Aughnacloy",0,0,13,14,14,16,15,19,12,103
5036400,"St Colman's Primary School, Bann",0,0,15,21,24,14,21,15,16,126
5036409,"St Ronan's Primary School, Newry",0,0,61,58,61,51,58,57,51,397
5036433,"St Malachy's Primary School, Carnagat",0,0,45,46,38,43,49,41,38,300
5036457,"St Francis' Primary School, Aghaderg",0,0,16,23,21,29,27,23,29,168
5036463,"St Joseph's Primary School, Caledon",0,0,4,5,5,5,5,10,7,41
5036504,"St Patrick's Primary School, Dungannon",105,0,96,109,115,113,111,89,117,855
5036545,"St Colmans' Primary School, Kilkeel",0,0,28,30,33,41,33,19,39,223
5036567,"Holy Trinity Primary School, Cookstown",81,0,86,87,92,90,80,87,79,682
5036572,"St Colman's Primary School, Saval",0,0,28,34,31,28,29,25,23,198
5036583,"St Dallan's Primary School, Warrenpoint",0,0,61,88,84,83,68,71,51,506
5036586,Presentation Primary School,0,0,42,30,31,46,43,30,60,282
5036590,Primate Dixon Primary School,53,0,63,59,67,58,79,70,84,533
5036595,"St Peter's Primary School, Collegelands",0,0,20,22,25,22,21,16,24,150
5036598,"Our Lady's Primary School, Tullysaran",0,3,21,23,31,21,26,23,17,165
5036605,"St Patrick's Primary School, Drumgreenagh",0,0,7,10,15,7,17,12,8,76
5036610,St Francis' of  Assisi Primary School,0,5,24,26,25,17,25,27,21,170
5036622,"St John's Primary School, Middletown",26,0,22,23,25,36,21,20,23,196
5036633,"St Francis' Primary School, Lurgan",83,0,101,105,98,109,101,108,108,813
5036634,"St Clare's Abbey Primary School, Newry",53,0,71,66,70,73,66,50,51,500
5036639,Our Lady's and St Mochua's Primary School,0,3,22,22,25,24,29,32,30,187
5036673,St Bronagh's Primary School,0,0,25,34,24,29,21,30,24,187
5036675,St Joseph's and St James' Primary School,0,0,16,31,18,20,13,21,18,137
5046137,Seagoe Primary School,52,0,60,46,40,37,45,42,38,360
5046241,Drelincourt Infants School,0,0,9,7,10,0,0,0,0,26
5046597,Bunscoil an Iuir,0,0,14,21,11,10,13,11,9,89
5046637,Gaelscoil U? Neill,23,0,26,22,25,20,25,20,20,181
5046692,Gaelscoil Na mBeann,0,0,8,9,11,10,9,4,3,54
5046695,Gaelscoil Aodha Rua,0,0,19,22,19,18,19,9,0,106
5046699,Gaelscoil Eoghain,26,0,19,14,21,12,10,0,0,102
5056013,Kilbroney Integrated Primary School,0,0,25,24,26,25,25,16,14,155
5066540,Bridge Integrated Primary School,0,0,60,60,59,57,58,59,60,413
5066553,Portadown Integrated Primary School,53,0,61,61,47,45,30,31,31,359
5066554,Windmill Integrated Primary School,26,0,31,31,47,27,29,29,28,248
5066578,Saints & Scholars Int Primary School,28,0,28,40,26,33,31,29,24,239
5066657,Phoenix Integrated Primary School,26,0,27,30,25,31,27,28,21,215
5620263,Royal School,0,0,6,4,5,10,8,13,10,56
